x,y
0.01927312366234865,-0.07942157582038327
3.220879313650665,1.4347791479106438
7.425916291751325,2.969937613283527
12.383284381299113,4.412773950281438
17.841883905628833,5.65000828888755
23.550615188075255,6.568360759085033
29.25837855197319,7.054551490857061
34.714074320657424,6.995300614186807
39.66660281746273,6.277328259057443
43.86486436572392,4.787354555452139
47.057759288775785,2.4120996333540665
48.9941879099531,-0.9617163772536008
49.4240813909277,-5.441932187281503
48.213206874448666,-10.524959884647584
45.447669738414945,-14.544182058309607
41.282545098354056,-16.138216050850204
36.07637248724466,-15.94641286839699
30.24655629062739,-15.17911746271674
24.25567543084504,-14.742421843661106
18.648176742258407,-14.990883133735787
13.977144078539192,-16.220871830733866
10.795661293359014,-18.728758432448434
9.617097053482995,-22.75104045572475
10.419005206131366,-27.71644305169587
12.794453366505778,-32.47405575506086
16.329694747808727,-35.87365069208618
20.68576472587074,-37.394257975467205
25.629198320705466,-37.40263938190425
30.9344892042866,-36.332525135266096
36.37613104858789,-34.617645459421496
41.72861752558309,-32.69173057823922
46.766442307245896,-30.98851071558806
51.26409906555005,-29.941716095336773
54.996081472469285,-29.98507694135413
