x,y
-0.019585235063365892,-0.0020913146474607195
9.11975189603223,-1.1165625063847184
11.16765407372003,-5.2693917176777205
8.86544147858365,-11.166337878312147
4.954661304130239,-17.514905268127734
2.2043293076141373,-23.233785523505123
3.384288987385994,-27.66690424151297
8.891538304564149,-30.88823004976041
15.85827335563004,-33.83371838609652
22.006048594273775,-35.54005792427733
26.008259133973556,-33.297925633408944
28.194557963388583,-27.340575979837833
30.024074662635314,-20.112064506297425
32.65031794729793,-14.35211632385774
37.05616246376619,-12.92788745030775
44.22307265951092,-18.70758705142586
